file,question_id,rating,rater_0.csv,rater_1.csv,rater_2.csv,model,majority,maj_agreement_with_model,worst_case
1.51._Sklepy_se_změnily_v_turistické_korzo.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.51._Sklepy_se_změnily_v_turistické_korzo.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.51._Sklepy_se_změnily_v_turistické_korzo.txt,odstavce,single_choice,9,8,9,6,9,False,--WORST-CASE
1.51._Sklepy_se_změnily_v_turistické_korzo.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.52._Čunek_chce_výpověď_z_bytu_bez_důvodu_delší_než_dva_roky.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.53._Říman:_o_žalobě_na_EK_kvůli_emisím_rozhodne_analýza.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.54._Topolánek_už_s_vulgarismy_narazil_i_u_manželky_Pavly.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.54._Topolánek_už_s_vulgarismy_narazil_i_u_manželky_Pavly.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.54._Topolánek_už_s_vulgarismy_narazil_i_u_manželky_Pavly.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.54._Topolánek_už_s_vulgarismy_narazil_i_u_manželky_Pavly.txt,odstavce,single_choice,5,5,5,3,5,False,--WORST-CASE
1.54._Topolánek_už_s_vulgarismy_narazil_i_u_manželky_Pavly.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.55._Vyšetřování_prověrek_v_NBÚ_policie_odložila.txt,kriterium,single_choice,nezpravodajský,krátký,krátký,nezpravodajský,krátký,False,--WORST-CASE
1.56._Češi_a_Němci_o_nacionalismu_a_strachu.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.56._Češi_a_Němci_o_nacionalismu_a_strachu.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.56._Češi_a_Němci_o_nacionalismu_a_strachu.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.56._Češi_a_Němci_o_nacionalismu_a_strachu.txt,odstavce,single_choice,6,6,6,6,6,True,--WORST-CASE
1.56._Češi_a_Němci_o_nacionalismu_a_strachu.txt,politicka_zprava,single_choice,Ne,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.57._Policisté_zatýkali_podle_manuálu.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.57._Policisté_zatýkali_podle_manuálu.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.57._Policisté_zatýkali_podle_manuálu.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.57._Policisté_zatýkali_podle_manuálu.txt,odstavce,single_choice,2,3,2,2,2,True,--WORST-CASE
1.57._Policisté_zatýkali_podle_manuálu.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,odborny_zdroj,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,odstavce,single_choice,12,12,12,8,12,False,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.58._Buď_Čunek_nebo_my_navrhovala_část_zelených.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.59._Zákoník_práce_dopadl_i_na_hrady.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.59._Zákoník_práce_dopadl_i_na_hrady.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.59._Zákoník_práce_dopadl_i_na_hrady.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.59._Zákoník_práce_dopadl_i_na_hrady.txt,odstavce,single_choice,3,3,3,3,3,True,--WORST-CASE
1.59._Zákoník_práce_dopadl_i_na_hrady.txt,politicka_zprava,single_choice,Ne,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,Ne,vyhovující,False,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,odborny_zdroj,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,odstavce,single_choice,9,9,9,6,9,False,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.6._Květinko_hýčkal_Zeman_Volfovou.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.60._Jak_StB_vydírala_Nohavicu.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.60._Jak_StB_vydírala_Nohavicu.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.60._Jak_StB_vydírala_Nohavicu.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.60._Jak_StB_vydírala_Nohavicu.txt,odstavce,single_choice,12,12,13,2,12,False,--WORST-CASE
1.60._Jak_StB_vydírala_Nohavicu.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.61._Hrady_musí_mít_dvojnásobek_průvodců.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.61._Hrady_musí_mít_dvojnásobek_průvodců.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.61._Hrady_musí_mít_dvojnásobek_průvodců.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.61._Hrady_musí_mít_dvojnásobek_průvodců.txt,odstavce,single_choice,11,13,11,14,11,False,--WORST-CASE
1.61._Hrady_musí_mít_dvojnásobek_průvodců.txt,politicka_zprava,single_choice,Ne,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.62._Policejní_šéf_by_měl_být_ve_funkci_jen_několik_let.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.63._Topolánek_zuří_pořád_říká_senátor.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,odborny_zdroj,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,odstavce,single_choice,10,9,10,3,10,False,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.64._Křehká_květinka_má_stranu.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.65._Důrazní_prosebníci.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.66._Po_zádech_důchodců.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.67._Vybrali_si_hezký_název_říká_jeho_autor_Zeman.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,nezpravodajský,nezpravodajský,True,--WORST-CASE
1.68._Neonacisté_se_snaží_působit_skrytě.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.69._Hvězda_dříve_patřila_rejdařům.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.69._Hvězda_dříve_patřila_rejdařům.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.69._Hvězda_dříve_patřila_rejdařům.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.69._Hvězda_dříve_patřila_rejdařům.txt,odstavce,single_choice,3,3,5,2,3,False,--WORST-CASE
1.69._Hvězda_dříve_patřila_rejdařům.txt,politicka_zprava,single_choice,Ne,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.7._Opilý_chlapec_ohrožoval_lidi_mačetou.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.70._Jak_na_radikály?_S_kapesní_brožurou.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.70._Jak_na_radikály?_S_kapesní_brožurou.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.70._Jak_na_radikály?_S_kapesní_brožurou.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.70._Jak_na_radikály?_S_kapesní_brožurou.txt,odstavce,single_choice,11,10,11,8,11,False,--WORST-CASE
1.70._Jak_na_radikály?_S_kapesní_brožurou.txt,politicka_zprava,single_choice,Ne,Ano,Ne,Ano,Ne,False,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,odborny_zdroj,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,odstavce,single_choice,7,7,7,8,7,False,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.71._Zelení_chtějí_aby_Jiří_Čunek_odešel_z_vlády.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.72._O_nájem_olomouckých_nemocnic_bude_boj.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.72._O_nájem_olomouckých_nemocnic_bude_boj.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.72._O_nájem_olomouckých_nemocnic_bude_boj.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.72._O_nájem_olomouckých_nemocnic_bude_boj.txt,odstavce,single_choice,11,11,11,4,11,False,--WORST-CASE
1.72._O_nájem_olomouckých_nemocnic_bude_boj.txt,politicka_zprava,single_choice,Ne,Ano,Ne,Ano,Ne,False,--WORST-CASE
1.73._Škodě_Auto_hrozí_stávky.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.73._Škodě_Auto_hrozí_stávky.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.73._Škodě_Auto_hrozí_stávky.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.73._Škodě_Auto_hrozí_stávky.txt,odstavce,single_choice,13,13,13,8,13,False,--WORST-CASE
1.73._Škodě_Auto_hrozí_stávky.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.74._Národní_fotbalový_stadion_zatím_nebude.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.75._Lobkovický_palác_láká_na_hvězdnou_expozici.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.76._Vláda_důkladně_prověří_Budvar.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.77._Hruda:_Bruselu_jsme_nemuseli_nic_vracet.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.78._Ministerstvo_zemědělství_změnilo_vedení_fondu.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,odborny_zdroj,single_choice,Ne,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,odstavce,single_choice,7,8,8,8,8,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.79._Volfová_neuspěla_známé_tváře_nepřišly.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.8._Langer_chce_šéfa_policie_na_pět_let.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.80._ČESKÝ_RUCH.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,nezpravodajský,nezpravodajský,True,--WORST-CASE
1.81._Zahraniční_dluh_Česka_stoupl_na_122_bilionu_korun.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,Ne,vyhovující,False,--WORST-CASE
1.82._Žaloba_kvůli_emisím_nejdříve_za_dva_týdny.txt,kriterium,single_choice,nezpravodajský,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.83._Za_které_léky_se_neplatí_lze_zjistit_na_internetu.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.83._Za_které_léky_se_neplatí_lze_zjistit_na_internetu.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.83._Za_které_léky_se_neplatí_lze_zjistit_na_internetu.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.83._Za_které_léky_se_neplatí_lze_zjistit_na_internetu.txt,politicka_zprava,single_choice,Ne,Ano,Ne,Ne,Ne,True,--WORST-CASE
1.84._V_cizině_chtějí_český_systém_prodeje_letenek.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.84._V_cizině_chtějí_český_systém_prodeje_letenek.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.84._V_cizině_chtějí_český_systém_prodeje_letenek.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.84._V_cizině_chtějí_český_systém_prodeje_letenek.txt,odstavce,single_choice,9,10,10,14,10,False,--WORST-CASE
1.84._V_cizině_chtějí_český_systém_prodeje_letenek.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.85._ODS_podpořila_další_volbu_Klause_reformy_a_radar.txt,kriterium,single_choice,krátký,krátký,krátký,Nezpravodajský,krátký,False,--WORST-CASE
1.86._Vyšetřování_prověrek_v_NBÚ_policie_odložila.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.87._POLITIKON_Jindřicha_Šídla.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,nezpravodajský,nezpravodajský,True,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,odborny_zdroj,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,odstavce,single_choice,7,8,7,4,7,False,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.88._Strany_stále_víc_závisejí_na_státní_pokladně.txt,vyvazenost,single_choice,jednostrannost,jednostrannost,jednostrannost,různé úhly pohledu,jednostrannost,False,--WORST-CASE
1.89._Padělky_měly_zničit_Británii_vězňům_zachránily_život.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.9._Dospělí_se_pořádně_zapotili.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.9._Dospělí_se_pořádně_zapotili.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.9._Dospělí_se_pořádně_zapotili.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.9._Dospělí_se_pořádně_zapotili.txt,odstavce,single_choice,12,12,12,8,12,False,--WORST-CASE
1.9._Dospělí_se_pořádně_zapotili.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.90._Národní_fotbalový_stadion?_Verdikt_se_odkládá.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.90._Národní_fotbalový_stadion?_Verdikt_se_odkládá.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.90._Národní_fotbalový_stadion?_Verdikt_se_odkládá.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.90._Národní_fotbalový_stadion?_Verdikt_se_odkládá.txt,odstavce,single_choice,12,12,12,8,12,False,--WORST-CASE
1.90._Národní_fotbalový_stadion?_Verdikt_se_odkládá.txt,politicka_zprava,single_choice,Ne,Ano,Ne,Ne,Ne,True,--WORST-CASE
1.91._Agrobanka_čelí_konkurzu_stát_má_problém.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.91._Agrobanka_čelí_konkurzu_stát_má_problém.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.91._Agrobanka_čelí_konkurzu_stát_má_problém.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.91._Agrobanka_čelí_konkurzu_stát_má_problém.txt,odstavce,single_choice,16,16,16,8,16,False,--WORST-CASE
1.91._Agrobanka_čelí_konkurzu_stát_má_problém.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.92._Lidé_nevěří_nabídkám_levné_letecké_přepravy.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,odborny_zdroj,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,odstavce,single_choice,9,9,9,6,9,False,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,politicka_zprava,single_choice,Ano,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.93._Sociolog:_Čunek_vyvolává_rasové_démony.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.94._Češi_mění_hory_za_pobyt_u_moře.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.94._Češi_mění_hory_za_pobyt_u_moře.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,nezpravodajský,vyhovující,False,--WORST-CASE
1.94._Češi_mění_hory_za_pobyt_u_moře.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.94._Češi_mění_hory_za_pobyt_u_moře.txt,odstavce,single_choice,12,12,12,8,12,False,--WORST-CASE
1.94._Češi_mění_hory_za_pobyt_u_moře.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.95._Za_tři_měsíce_vyneslo_mýtné_132_miliardy.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.96._Hrad_a_církev_budou_spravovat_sv._Víta_spolu.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.97._Omluva.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.98._Čunek:_Lhůta_pro_výpověď_z_bytu_déle_než_dva_roky.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.99._Česká_spořitelna_prodlužuje_provoz_na_pobočkách.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.99._Česká_spořitelna_prodlužuje_provoz_na_pobočkách.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,nezpravodajský,vyhovující,False,--WORST-CASE
1.99._Česká_spořitelna_prodlužuje_provoz_na_pobočkách.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.99._Česká_spořitelna_prodlužuje_provoz_na_pobočkách.txt,odstavce,single_choice,5,5,5,4,5,False,--WORST-CASE
1.99._Česká_spořitelna_prodlužuje_provoz_na_pobočkách.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
