rater,codebook,individual_questions,zpravodajske_hodnoty-negativita_majority_mean,zpravodajske_hodnoty-negativita_majority_ci_low,zpravodajske_hodnoty-negativita_majority_ci_high,zpravodajske_hodnoty-blizkost_majority_mean,zpravodajske_hodnoty-blizkost_majority_ci_low,zpravodajske_hodnoty-blizkost_majority_ci_high,zpravodajske_hodnoty-eliti_osoby_majority_mean,zpravodajske_hodnoty-eliti_osoby_majority_ci_low,zpravodajske_hodnoty-eliti_osoby_majority_ci_high,zpravodajske_hodnoty-personalizace_majority_mean,zpravodajske_hodnoty-personalizace_majority_ci_low,zpravodajske_hodnoty-personalizace_majority_ci_high,zpravodajske_hodnoty-dopad_majority_mean,zpravodajske_hodnoty-dopad_majority_ci_low,zpravodajske_hodnoty-dopad_majority_ci_high,temata_clanku-vnitrni_politicke_deni_majority_mean,temata_clanku-vnitrni_politicke_deni_majority_ci_low,temata_clanku-vnitrni_politicke_deni_majority_ci_high,temata_clanku-mezinarodni_politicke_reakce_majority_mean,temata_clanku-mezinarodni_politicke_reakce_majority_ci_low,temata_clanku-mezinarodni_politicke_reakce_majority_ci_high,temata_clanku-vojenske_operace_izraele_majority_mean,temata_clanku-vojenske_operace_izraele_majority_ci_low,temata_clanku-vojenske_operace_izraele_majority_ci_high,temata_clanku-teroristicke_operace_majority_mean,temata_clanku-teroristicke_operace_majority_ci_low,temata_clanku-teroristicke_operace_majority_ci_high,temata_clanku-dopad_na_izraelske_civilisty_majority_mean,temata_clanku-dopad_na_izraelske_civilisty_majority_ci_low,temata_clanku-dopad_na_izraelske_civilisty_majority_ci_high,temata_clanku-dopad_na_palestinske_civilisty_majority_mean,temata_clanku-dopad_na_palestinske_civilisty_majority_ci_low,temata_clanku-dopad_na_palestinske_civilisty_majority_ci_high,temata_clanku-humanitarni_pomoc_majority_mean,temata_clanku-humanitarni_pomoc_majority_ci_low,temata_clanku-humanitarni_pomoc_majority_ci_high,temata_clanku-globalni_reakce_verejnosti_majority_mean,temata_clanku-globalni_reakce_verejnosti_majority_ci_low,temata_clanku-globalni_reakce_verejnosti_majority_ci_high,temata_clanku-ekonomicke_dusledky_majority_mean,temata_clanku-ekonomicke_dusledky_majority_ci_low,temata_clanku-ekonomicke_dusledky_majority_ci_high,temata_clanku-historie_majority_mean,temata_clanku-historie_majority_ci_low,temata_clanku-historie_majority_ci_high,hlavni_tema_clanku_majority_mean,hlavni_tema_clanku_majority_ci_low,hlavni_tema_clanku_majority_ci_high,medialni_ramce-ramec_konfliktu_majority_mean,medialni_ramce-ramec_konfliktu_majority_ci_low,medialni_ramce-ramec_konfliktu_majority_ci_high,medialni_ramce-ramec_budovani_miru_majority_mean,medialni_ramce-ramec_budovani_miru_majority_ci_low,medialni_ramce-ramec_budovani_miru_majority_ci_high,medialni_ramce-humanitarni_ramec_majority_mean,medialni_ramce-humanitarni_ramec_majority_ci_low,medialni_ramce-humanitarni_ramec_majority_ci_high,medialni_ramce-historicko_kulturni_ramec_majority_mean,medialni_ramce-historicko_kulturni_ramec_majority_ci_low,medialni_ramce-historicko_kulturni_ramec_majority_ci_high,medialni_ramce-geopoliticky_ramec_majority_mean,medialni_ramce-geopoliticky_ramec_majority_ci_low,medialni_ramce-geopoliticky_ramec_majority_ci_high,medialni_ramce-lokalni_ramec_majority_mean,medialni_ramce-lokalni_ramec_majority_ci_low,medialni_ramce-lokalni_ramec_majority_ci_high,mluvci-politicti_predstavitele_izraele_majority_mean,mluvci-politicti_predstavitele_izraele_majority_ci_low,mluvci-politicti_predstavitele_izraele_majority_ci_high,mluvci-politicti_predstavitele_palestiny_majority_mean,mluvci-politicti_predstavitele_palestiny_majority_ci_low,mluvci-politicti_predstavitele_palestiny_majority_ci_high,mluvci-politici_z_blizkovychodnich_zemi_majority_mean,mluvci-politici_z_blizkovychodnich_zemi_majority_ci_low,mluvci-politici_z_blizkovychodnich_zemi_majority_ci_high,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_mean,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_ci_low,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_ci_high,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_mean,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_ci_low,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_ci_high,mluvci-vojensti_predstavitele_izraele_majority_mean,mluvci-vojensti_predstavitele_izraele_majority_ci_low,mluvci-vojensti_predstavitele_izraele_majority_ci_high,mluvci-clenove_teroristickych_skupin_majority_mean,mluvci-clenove_teroristickych_skupin_majority_ci_low,mluvci-clenove_teroristickych_skupin_majority_ci_high,mluvci-nezavisli_experti_a_analytici_majority_mean,mluvci-nezavisli_experti_a_analytici_majority_ci_low,mluvci-nezavisli_experti_a_analytici_majority_ci_high,mluvci-media_a_novinari_majority_mean,mluvci-media_a_novinari_majority_ci_low,mluvci-media_a_novinari_majority_ci_high,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_mean,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_ci_low,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_ci_high,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_mean,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_ci_low,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_ci_high,zpravodajske_hodnoty_majority_mean,zpravodajske_hodnoty_majority_ci_low,zpravodajske_hodnoty_majority_ci_high,temata_clanku_majority_mean,temata_clanku_majority_ci_low,temata_clanku_majority_ci_high,medialni_ramce_majority_mean,medialni_ramce_majority_ci_low,medialni_ramce_majority_ci_high,mluvci_majority_mean,mluvci_majority_ci_low,mluvci_majority_ci_high,overall_majority_mean,overall_majority_ci_low,overall_majority_ci_high
openai-gpt-oss-20b,kveten,true,0.8099,0.73,0.88,0.9194,0.87,0.97,0.721,0.63,0.81,0.8295,0.75,0.9,0.6387,0.54,0.73,0.7609,0.67,0.84,0.8501,0.78,0.92,0.8004,0.72,0.88,0.7284,0.64,0.81,0.7206,0.63,0.8,0.8599,0.79,0.92,0.8997,0.84,0.95,0.89,0.83,0.95,0.97,0.93,1.0,0.7599,0.6798,0.84,0.6684,0.57,0.76,0.9202,0.86,0.97,0.8903,0.83,0.95,0.7197,0.63,0.8,0.8494,0.78,0.91,0.7006,0.61,0.79,0.6486,0.55,0.74,0.9201,0.86,0.97,0.8703,0.8,0.93,0.9796,0.95,1.0,0.9401,0.89,0.98,0.8895,0.82,0.95,0.9399,0.89,0.98,0.8702,0.8,0.93,0.9102,0.85,0.96,0.6496,0.55,0.74,0.9699,0.93,1.0,0.9404,0.89,0.98,0.7842,0.748,0.82,0.8243,0.797,0.85,0.7882,0.7567,0.8183,0.8982,0.8827,0.9136,0.8314,0.8182,0.8442
openai-gpt-oss-20b,srpen,false,0.81,0.73,0.88,0.9502,0.9,0.99,0.8701,0.8,0.93,0.7387,0.65,0.82,0.7195,0.63,0.81,0.6604,0.57,0.75,0.869,0.8,0.93,0.7703,0.69,0.85,0.6705,0.58,0.76,0.7692,0.69,0.85,0.88,0.81,0.94,0.9098,0.85,0.96,0.8602,0.79,0.92,0.9493,0.9,0.99,0.9396,0.89,0.98,0.5298,0.43,0.63,0.8799,0.81,0.94,0.9197,0.86,0.97,0.7806,0.7,0.86,0.8795,0.81,0.94,0.6903,0.6,0.78,0.5304,0.43,0.63,0.9187,0.8586,0.9697,0.8986,0.8367,0.9592,0.9598,0.9192,0.99,0.949,0.9,0.9899,0.8596,0.7879,0.9286,0.9489,0.9,0.9899,0.9194,0.86,0.9697,0.9198,0.86,0.9697,0.4147,0.32,0.5152,0.9798,0.949,1.0,0.98,0.9495,1.0,0.8178,0.784,0.85,0.8281,0.804,0.851,0.7799,0.75,0.8083,0.8861,0.8691,0.9018,0.8281,0.8145,0.8414
openai-gpt-oss-20b,srpen,true,0.8106,0.73,0.88,0.9406,0.89,0.98,0.8098,0.73,0.88,0.8298,0.75,0.9,0.6904,0.6,0.78,0.7604,0.67,0.84,0.8794,0.81,0.94,0.7707,0.69,0.85,0.6598,0.57,0.75,0.8096,0.73,0.88,0.8911,0.82,0.95,0.9105,0.85,0.96,0.8993,0.84,0.95,0.9801,0.95,1.0,0.9295,0.88,0.98,0.6006,0.5,0.7,0.8603,0.79,0.92,0.8694,0.8,0.93,0.7514,0.66,0.83,0.9003,0.84,0.96,0.7507,0.67,0.83,0.6093,0.51,0.7,0.9206,0.86,0.97,0.89,0.82,0.95,0.9799,0.95,1.0,0.9388,0.89,0.98,0.8395,0.76,0.91,0.9302,0.88,0.97,0.8698,0.8,0.93,0.9301,0.88,0.97,0.7,0.61,0.79,0.9599,0.92,0.99,0.9499,0.9,0.99,0.8158,0.782,0.85,0.8493,0.828,0.87,0.7898,0.7583,0.82,0.9007,0.8827,0.9173,0.8431,0.8306,0.8555
qwen-qwen3.7-max,kveten,false,0.8596,0.79,0.92,0.9309,0.88,0.97,0.8505,0.78,0.92,0.8499,0.78,0.91,0.6597,0.57,0.75,0.8499,0.78,0.92,0.8803,0.81,0.94,0.8004,0.72,0.88,0.7209,0.63,0.81,0.7095,0.62,0.79,0.8496,0.78,0.92,0.9503,0.9,0.99,0.9699,0.93,1.0,0.9797,0.95,1.0,0.7697,0.69,0.85,0.7592,0.67,0.84,0.8705,0.8,0.93,0.9098,0.85,0.96,0.8201,0.74,0.89,0.92,0.86,0.97,0.84,0.77,0.91,0.7108,0.62,0.8,0.9399,0.89,0.98,0.9003,0.84,0.96,0.9699,0.93,1.0,0.9398,0.89,0.98,0.9107,0.85,0.96,0.9306,0.88,0.98,0.7902,0.71,0.87,0.9496,0.9,0.99,0.8893,0.82,0.95,0.9898,0.97,1.0,1.0,1.0,1.0,0.83,0.798,0.86,0.8479,0.822,0.873,0.845,0.8166,0.8733,0.9282,0.9145,0.9418,0.8688,0.8567,0.8809
qwen-qwen3.7-max,kveten,true,0.8293,0.75,0.9,0.9306,0.88,0.98,0.8208,0.74,0.89,0.9101,0.85,0.96,0.5802,0.48,0.68,0.8606,0.79,0.93,0.8703,0.8,0.93,0.7906,0.71,0.87,0.6802,0.59,0.77,0.7609,0.68,0.84,0.87,0.8,0.93,0.9309,0.88,0.98,0.9601,0.92,0.99,0.9799,0.95,1.0,0.7697,0.6898,0.85,0.76,0.67,0.84,0.7484,0.66,0.83,0.8802,0.81,0.94,0.8404,0.76,0.91,0.9099,0.85,0.96,0.8299,0.76,0.9,0.6993,0.61,0.78,0.9005,0.84,0.96,0.8802,0.81,0.94,0.9599,0.92,0.99,0.9499,0.9,0.99,0.9098,0.85,0.96,0.9498,0.9,0.99,0.8107,0.73,0.88,0.9494,0.9,0.99,0.7801,0.7,0.86,0.9899,0.97,1.0,0.9901,0.97,1.0,0.8138,0.784,0.842,0.8472,0.822,0.872,0.8185,0.79,0.8467,0.9154,0.8991,0.9309,0.8571,0.8452,0.8688
qwen-qwen3.7-max,srpen,false,0.8305,0.75,0.9,0.9595,0.92,0.99,0.8805,0.81,0.94,0.8704,0.8,0.93,0.6997,0.61,0.79,0.8602,0.79,0.93,0.8798,0.81,0.94,0.8405,0.77,0.91,0.7696,0.68,0.85,0.7404,0.65,0.82,0.8693,0.8,0.93,0.9598,0.92,0.99,0.9696,0.93,1.0,0.9802,0.95,1.0,0.8801,0.81,0.94,0.7884,0.71,0.86,0.8183,0.74,0.89,0.9097,0.85,0.96,0.8695,0.8,0.93,0.9003,0.84,0.95,0.8696,0.8,0.93,0.7194,0.63,0.8,0.9207,0.86,0.97,0.9193,0.86,0.97,0.9703,0.93,1.0,0.9506,0.91,0.99,0.8602,0.79,0.92,0.9304,0.88,0.98,0.8696,0.8,0.93,0.9504,0.9098,0.99,0.8398,0.77,0.91,0.98,0.95,1.0,0.9901,0.97,1.0,0.8482,0.816,0.88,0.8751,0.855,0.895,0.8481,0.82,0.8767,0.9257,0.91,0.94,0.8802,0.8691,0.8915
qwen-qwen3.7-max,srpen,true,0.8206,0.74,0.89,0.9599,0.92,0.99,0.8511,0.78,0.92,0.88,0.81,0.94,0.6289,0.53,0.72,0.8508,0.78,0.92,0.8601,0.79,0.92,0.82,0.74,0.89,0.7897,0.71,0.86,0.7805,0.7,0.86,0.8908,0.83,0.95,0.9401,0.89,0.98,0.9798,0.95,1.0,0.9696,0.93,1.0,0.9502,0.9,0.99,0.7997,0.72,0.88,0.7007,0.61,0.79,0.8701,0.8,0.93,0.8594,0.79,0.92,0.9099,0.85,0.96,0.8201,0.74,0.89,0.8093,0.73,0.88,0.8585,0.7879,0.92,0.8579,0.7857,0.92,0.9897,0.9694,1.0,0.9594,0.9175,0.99,0.8689,0.798,0.93,0.9096,0.8485,0.96,0.8691,0.8,0.93,0.9391,0.8889,0.98,0.7279,0.64,0.81,0.9696,0.93,1.0,0.9796,0.9495,1.0,0.8278,0.796,0.858,0.883,0.862,0.903,0.8283,0.8,0.8567,0.9027,0.8855,0.9184,0.8688,0.8576,0.8794
qwen-qwen3.7-plus,kveten,false,0.8292,0.75,0.9,0.8993,0.84,0.95,0.789,0.71,0.87,0.88,0.81,0.94,0.6901,0.6,0.78,0.8195,0.74,0.89,0.8599,0.79,0.92,0.7905,0.71,0.8602,0.7905,0.71,0.87,0.7795,0.7,0.86,0.8701,0.8,0.93,0.9596,0.92,0.99,0.9704,0.93,1.0,0.9605,0.92,0.99,0.6996,0.61,0.79,0.8301,0.75,0.9,0.8888,0.82,0.95,0.8902,0.83,0.95,0.8105,0.73,0.88,0.7513,0.66,0.84,0.8308,0.75,0.9,0.6483,0.55,0.74,0.9101,0.85,0.96,0.8797,0.81,0.94,0.9602,0.92,0.99,0.9102,0.85,0.96,0.8701,0.8,0.93,0.9504,0.9,0.99,0.8396,0.77,0.91,0.94,0.89,0.98,0.8404,0.77,0.91,0.98,0.95,1.0,0.9897,0.97,1.0,0.8178,0.782,0.852,0.85,0.825,0.875,0.8033,0.7733,0.8333,0.9155,0.9,0.9318,0.8578,0.8452,0.8709
qwen-qwen3.7-plus,kveten,true,0.8198,0.74,0.89,0.9115,0.85,0.96,0.7094,0.62,0.79,0.9092,0.85,0.96,0.6507,0.56,0.74,0.8498,0.78,0.91,0.8605,0.79,0.92,0.7894,0.71,0.87,0.7393,0.65,0.82,0.7605,0.68,0.84,0.9202,0.8698,0.97,0.9297,0.88,0.98,0.9699,0.93,1.0,0.9597,0.92,0.99,0.7401,0.65,0.82,0.8003,0.72,0.88,0.7902,0.71,0.87,0.871,0.8,0.93,0.7996,0.72,0.87,0.8403,0.77,0.91,0.8397,0.76,0.91,0.7908,0.71,0.87,0.8698,0.8,0.93,0.8702,0.8,0.93,0.94,0.89,0.98,0.9107,0.85,0.96,0.8799,0.81,0.94,0.899,0.84,0.95,0.7887,0.71,0.87,0.95,0.9,0.99,0.8295,0.75,0.9,0.9696,0.93,1.0,0.9702,0.93,1.0,0.8,0.766,0.832,0.8518,0.828,0.875,0.8215,0.7883,0.8533,0.8982,0.8809,0.9145,0.8525,0.8397,0.8652
qwen-qwen3.7-plus,srpen,false,0.8195,0.74,0.89,0.97,0.93,1.0,0.8388,0.77,0.91,0.8099,0.73,0.88,0.7397,0.65,0.82,0.8001,0.72,0.88,0.8694,0.8,0.93,0.7892,0.71,0.87,0.7386,0.65,0.82,0.7604,0.67,0.8402,0.8806,0.82,0.94,0.9289,0.88,0.97,0.9502,0.9,0.99,0.9802,0.95,1.0,0.9493,0.9,0.99,0.7898,0.71,0.87,0.8299,0.75,0.9,0.8796,0.81,0.94,0.7997,0.72,0.88,0.9397,0.89,0.98,0.8191,0.74,0.89,0.6512,0.56,0.74,0.9301,0.88,0.98,0.8792,0.81,0.94,0.9302,0.88,0.97,0.9001,0.84,0.95,0.8596,0.79,0.92,0.9301,0.88,0.98,0.8706,0.8,0.93,0.9496,0.9,0.99,0.8311,0.76,0.9,0.9701,0.93,1.0,0.9801,0.95,1.0,0.8354,0.804,0.866,0.8651,0.843,0.886,0.82,0.7883,0.85,0.9117,0.8964,0.9264,0.8657,0.8533,0.8779
qwen-qwen3.7-plus,srpen,true,0.8095,0.73,0.88,0.9497,0.9,0.99,0.8099,0.73,0.88,0.8892,0.83,0.95,0.7505,0.67,0.83,0.8291,0.75,0.9,0.8905,0.83,0.95,0.8201,0.74,0.89,0.7693,0.69,0.85,0.7988,0.72,0.88,0.8897,0.83,0.95,0.9305,0.88,0.98,0.9704,0.93,1.0,0.9798,0.95,1.0,0.9504,0.9,0.99,0.8091,0.73,0.88,0.8004,0.72,0.87,0.8806,0.81,0.94,0.8296,0.75,0.9,0.8601,0.79,0.92,0.7898,0.71,0.87,0.7296,0.64,0.81,0.8683,0.7959,0.93,0.8585,0.7879,0.92,0.9491,0.9,0.9899,0.9294,0.8776,0.97,0.8588,0.7879,0.92,0.8691,0.798,0.93,0.8181,0.74,0.8889,0.9292,0.8763,0.9796,0.8078,0.7273,0.88,0.9696,0.93,1.0,0.9594,0.9184,0.99,0.842,0.812,0.872,0.8828,0.863,0.903,0.815,0.78,0.8467,0.8924,0.8742,0.91,0.8655,0.8511,0.88
stepfun-step-3.7-flash,kveten,false,0.7974,0.6885,0.8947,0.8983,0.8148,0.9667,0.7633,0.6491,0.8689,0.8304,0.7288,0.918,0.6435,0.52,0.7627,0.6762,0.5535,0.7931,0.9666,0.9138,1.0,0.8814,0.7925,0.9592,0.7633,0.6491,0.8654,0.7792,0.6667,0.8788,0.8974,0.8136,0.9672,0.9324,0.8636,0.9846,0.966,0.9138,1.0,0.9656,0.9123,1.0,0.7797,0.6667,0.8814,0.7801,0.6667,0.8814,0.8639,0.7705,0.9464,0.8634,0.7719,0.9455,0.7291,0.614,0.84,0.8309,0.7288,0.918,0.7969,0.6866,0.8966,0.6262,0.5,0.7538,0.8977,0.8148,0.9672,0.9151,0.8364,0.9821,0.983,0.9444,1.0,0.9489,0.8871,1.0,0.8807,0.7895,0.9608,0.899,0.8167,0.9672,0.8639,0.7692,0.9464,0.9664,0.9123,1.0,0.6098,0.4839,0.7334,1.0,1.0,1.0,0.9833,0.9444,1.0,0.7864,0.7367,0.8316,0.861,0.828,0.8921,0.785,0.7436,0.8239,0.9043,0.8835,0.9242,0.848,0.8316,0.8641
stepfun-step-3.7-flash,kveten,true,0.8455,0.7684,0.9175,0.9384,0.8866,0.9796,0.7422,0.6526,0.8248,0.8758,0.8061,0.9381,0.6502,0.5521,0.7423,0.8053,0.7245,0.8788,0.8772,0.8081,0.9388,0.8057,0.7245,0.8788,0.7443,0.6566,0.8283,0.7759,0.6907,0.8557,0.8979,0.8367,0.9579,0.8981,0.8351,0.95,0.8874,0.82,0.9485,0.9794,0.949,1.0,0.8775,0.81,0.9388,0.6782,0.5859,0.7677,0.7703,0.6842,0.8542,0.8756,0.8043,0.9381,0.7717,0.6842,0.8557,0.8768,0.8085,0.9381,0.6892,0.5938,0.7802,0.6766,0.5851,0.7684,0.9286,0.87,0.9789,0.8772,0.8081,0.9388,0.9489,0.899,0.9898,0.9387,0.8889,0.9798,0.909,0.8469,0.9596,0.9284,0.8763,0.97,0.8273,0.7474,0.899,0.9389,0.8878,0.9798,0.5717,0.4742,0.67,0.969,0.9286,1.0,0.9596,0.9184,0.9899,0.8103,0.7755,0.8438,0.8551,0.834,0.8765,0.7759,0.7455,0.8058,0.8904,0.8718,0.9082,0.8403,0.8286,0.8521
stepfun-step-3.7-flash,srpen,false,0.8234,0.7222,0.9138,0.9511,0.8928,1.0,0.8553,0.7627,0.9375,0.6951,0.5741,0.8065,0.7585,0.6452,0.8596,0.7585,0.6508,0.8596,0.8716,0.7812,0.9508,0.8236,0.7213,0.9123,0.693,0.5738,0.8033,0.7905,0.6866,0.8871,0.8219,0.7213,0.9138,0.9198,0.8448,0.9831,0.9033,0.8235,0.9688,1.0,1.0,1.0,0.9514,0.8904,1.0,0.6623,0.5424,0.7778,0.7745,0.6667,0.875,0.9191,0.8462,0.9828,0.8384,0.7458,0.9245,0.968,0.9167,1.0,0.6122,0.4909,0.7313,0.5484,0.4285,0.6667,0.9192,0.8429,0.9833,0.9356,0.8689,0.9846,0.9681,0.9167,1.0,0.9516,0.8906,1.0,0.9039,0.8226,0.9688,0.9191,0.8474,0.9828,0.8705,0.7818,0.95,0.9354,0.8667,0.9848,0.6454,0.5238,0.7619,0.935,0.8689,0.9851,0.9356,0.8679,0.9849,0.8157,0.7705,0.859,0.8533,0.8212,0.8845,0.7766,0.7372,0.8169,0.9017,0.8825,0.9201,0.8439,0.8271,0.86
stepfun-step-3.7-flash,srpen,true,0.8439,0.766,0.9149,0.9689,0.9286,1.0,0.9062,0.8421,0.9588,0.834,0.7551,0.9062,0.7492,0.6598,0.8316,0.7697,0.69,0.85,0.8508,0.78,0.92,0.8101,0.73,0.88,0.7606,0.68,0.84,0.7297,0.64,0.81,0.8602,0.79,0.93,0.9397,0.89,0.98,0.94,0.89,0.98,0.9701,0.93,1.0,0.9399,0.89,0.98,0.6898,0.5998,0.78,0.7832,0.701,0.8632,0.9176,0.8586,0.9691,0.8037,0.7216,0.8788,0.8452,0.7708,0.9149,0.6383,0.5408,0.734,0.629,0.5319,0.7216,0.9148,0.8542,0.9681,0.8823,0.8125,0.9462,0.9574,0.914,0.9896,0.9788,0.9468,1.0,0.9042,0.8421,0.9579,0.9045,0.8404,0.9579,0.9039,0.8404,0.9579,0.9462,0.8958,0.9891,0.5526,0.4516,0.6522,0.9467,0.8958,0.9894,0.9684,0.9263,1.0,0.8603,0.8261,0.8928,0.8569,0.831,0.881,0.7695,0.7376,0.8003,0.8966,0.8803,0.9121,0.8497,0.8366,0.8626
tencent-hy3-preview,kveten,false,0.7977,0.6957,0.8889,0.9565,0.9014,1.0,0.6957,0.5833,0.8,0.8973,0.8209,0.96,0.6533,0.5385,0.7639,0.7837,0.6842,0.875,0.9127,0.8387,0.9726,0.8126,0.7183,0.9041,0.7245,0.6164,0.8305,0.7669,0.6667,0.8615,0.9418,0.8841,0.9865,0.9278,0.8615,0.9848,0.9711,0.9265,1.0,0.9852,0.9524,1.0,0.7388,0.6351,0.8382,0.7833,0.6818,0.8769,0.8397,0.75,0.9231,0.8557,0.7703,0.9333,0.7957,0.6956,0.8873,0.8545,0.7647,0.9324,0.8406,0.75,0.9219,0.6816,0.5735,0.791,0.8677,0.7833,0.942,0.868,0.7838,0.942,0.9126,0.8406,0.9714,0.794,0.6949,0.8871,0.8968,0.8209,0.9616,0.9262,0.8571,0.9846,0.854,0.7639,0.9322,0.9262,0.8571,0.9844,0.8975,0.8226,0.9672,0.9416,0.8806,0.9863,0.9703,0.9242,1.0,0.7998,0.7579,0.8388,0.8565,0.8333,0.88,0.8119,0.7667,0.8539,0.8957,0.8706,0.9203,0.8509,0.8327,0.8687
tencent-hy3-preview,kveten,true,0.8501,0.78,0.92,0.9195,0.86,0.97,0.7099,0.61,0.8,0.8698,0.8,0.93,0.6301,0.53,0.72,0.8104,0.7215,0.8916,0.8478,0.7625,0.9221,0.7605,0.6625,0.85,0.8353,0.75,0.9125,0.8218,0.7349,0.9024,0.8344,0.75,0.9103,0.9618,0.9136,1.0,0.9622,0.9143,1.0,0.9748,0.9367,1.0,0.8357,0.7527,0.9136,0.7468,0.66,0.8283,0.7786,0.6785,0.8769,0.8974,0.8194,0.9683,0.8096,0.7123,0.8975,0.7649,0.6575,0.8636,0.8672,0.7826,0.9437,0.6771,0.5641,0.7846,0.8848,0.8082,0.9506,0.8854,0.8101,0.95,0.9742,0.9342,1.0,0.9356,0.875,0.9867,0.8465,0.7605,0.9231,0.9486,0.8933,0.9878,0.7303,0.625,0.8272,0.9486,0.8947,0.9878,0.731,0.6296,0.8272,0.9487,0.8933,0.9878,0.9482,0.8947,0.9877,0.796,0.764,0.826,0.8643,0.8358,0.891,0.7988,0.754,0.8407,0.8891,0.8672,0.9091,0.8468,0.8305,0.8624
tencent-hy3-preview,srpen,false,0.7898,0.6786,0.8909,0.9649,0.9107,1.0,0.8432,0.7458,0.931,0.7895,0.6825,0.8889,0.8427,0.7419,0.9333,0.7897,0.678,0.8889,0.9297,0.8571,0.9836,0.8424,0.74,0.9286,0.7901,0.68,0.8909,0.7718,0.66,0.8776,0.895,0.8065,0.9667,0.9306,0.8596,0.9836,0.9821,0.9412,1.0,1.0,1.0,1.0,0.8945,0.807,0.9655,0.8426,0.7414,0.9298,0.7724,0.6607,0.88,0.8765,0.7843,0.9584,0.8077,0.7021,0.9057,0.9302,0.8571,0.9839,0.877,0.7857,0.9508,0.7178,0.6,0.8282,0.9274,0.8519,0.9836,0.8398,0.7384,0.9286,0.9463,0.8824,1.0,0.9645,0.9091,1.0,0.8927,0.8065,0.9655,0.9102,0.8269,0.9811,0.9103,0.8276,0.9808,0.9467,0.8814,1.0,0.7861,0.6724,0.8889,0.9644,0.9107,1.0,0.9824,0.9403,1.0,0.8459,0.7967,0.8906,0.8827,0.8566,0.9091,0.8304,0.7843,0.8729,0.9155,0.8955,0.9346,0.877,0.8602,0.8939
tencent-hy3-preview,srpen,true,0.8195,0.74,0.89,0.95,0.9,0.99,0.84,0.77,0.91,0.881,0.82,0.94,0.6904,0.6,0.78,0.8157,0.7294,0.8925,0.8725,0.7978,0.9383,0.7815,0.6932,0.8636,0.8273,0.7468,0.9022,0.8388,0.7586,0.9136,0.8624,0.7882,0.9294,0.9205,0.8587,0.9753,0.9653,0.9222,1.0,0.9769,0.9419,1.0,0.908,0.8444,0.9647,0.7665,0.68,0.8485,0.8146,0.7284,0.8941,0.8613,0.7831,0.9302,0.7797,0.6888,0.8636,0.8369,0.7558,0.9101,0.7668,0.6742,0.8527,0.7096,0.6098,0.8046,0.9124,0.8305,0.9815,0.8946,0.8085,0.9661,0.9648,0.9107,1.0,0.9483,0.8846,1.0,0.8591,0.7627,0.9412,0.9295,0.8571,0.9833,0.8243,0.7193,0.9153,0.9301,0.8571,0.9839,0.649,0.5192,0.7692,0.947,0.8793,1.0,0.9653,0.9104,1.0,0.8359,0.8,0.87,0.8769,0.8545,0.8989,0.7949,0.7539,0.8352,0.8931,0.8712,0.914,0.8579,0.8446,0.8712
xiaomi-mimo-v2.5,kveten,false,0.8305,0.76,0.9,0.9201,0.86,0.97,0.7405,0.65,0.83,0.8596,0.79,0.92,0.6899,0.6,0.78,0.7903,0.71,0.87,0.8701,0.8,0.93,0.7602,0.67,0.84,0.671,0.58,0.76,0.7597,0.68,0.84,0.8698,0.8,0.93,0.9303,0.88,0.98,0.9306,0.88,0.98,0.9701,0.93,1.0,0.6614,0.57,0.75,0.6099,0.52,0.7,0.8202,0.74,0.89,0.9101,0.85,0.96,0.7598,0.67,0.84,0.7908,0.71,0.87,0.8104,0.73,0.88,0.6194,0.52,0.71,0.9406,0.89,0.98,0.9202,0.86,0.97,0.9799,0.95,1.0,0.8995,0.84,0.96,0.8996,0.84,0.95,0.9392,0.89,0.98,0.8803,0.81,0.94,0.9191,0.86,0.97,0.859,0.79,0.92,0.9901,0.97,1.0,0.9899,0.97,1.0,0.8081,0.774,0.842,0.821,0.796,0.846,0.7848,0.7517,0.8183,0.929,0.9145,0.9427,0.8419,0.8273,0.857
