file,rating,Jana revize trénovacích.csv,Robin revize trénovacích.csv,Veronica revize trénovacích.csv,majority,worst_case
2023-10-30T00-00-00_2023WN303025.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-30T00-00-00_2023WN303025.txt,Teroristické operace,True,True,False,True,False
2023-10-30T00-00-00_2023WN303025.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Humanitární pomoc,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-30T00-00-00_2023WN303025.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Teroristické operace,True,True,True,True,False
2023-10-30T00-00-00_2023WN303134.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-30T00-00-00_2023WN303134.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Humanitární pomoc,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-30T00-00-00_2023WN303134.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Vnitřní politické dění,True,True,True,True,False
2023-10-30T11-19-00_2023WN303199.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Teroristické operace,True,False,True,True,False
2023-10-30T11-19-00_2023WN303199.txt,Dopad na izraelské civilisty,False,False,True,False,True
2023-10-30T11-19-00_2023WN303199.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Humanitární pomoc,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-30T11-19-00_2023WN303199.txt,Historie/kontextualizace,False,False,True,False,True
2023-11-01T16-09-00_2023WN305157.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-01T16-09-00_2023WN305157.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-01T16-09-00_2023WN305157.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-01T16-09-00_2023WN305157.txt,Teroristické operace,True,False,True,True,False
2023-11-01T16-09-00_2023WN305157.txt,Dopad na izraelské civilisty,True,False,False,False,True
2023-11-01T16-09-00_2023WN305157.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-01T16-09-00_2023WN305157.txt,Humanitární pomoc,False,True,True,True,False
2023-11-01T16-09-00_2023WN305157.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-01T16-09-00_2023WN305157.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-01T16-09-00_2023WN305157.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-02T08-14-00_2023WN306018.txt,Vnitřní politické dění,True,False,True,True,False
2023-11-02T08-14-00_2023WN306018.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-02T08-14-00_2023WN306018.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-02T08-14-00_2023WN306018.txt,Teroristické operace,False,True,False,False,True
2023-11-02T08-14-00_2023WN306018.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-11-02T08-14-00_2023WN306018.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-02T08-14-00_2023WN306018.txt,Humanitární pomoc,False,False,True,False,True
2023-11-02T08-14-00_2023WN306018.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-02T08-14-00_2023WN306018.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-02T08-14-00_2023WN306018.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-02T11-09-00_2023WN306067.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-02T11-09-00_2023WN306067.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-11-02T11-09-00_2023WN306067.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-02T11-09-00_2023WN306067.txt,Teroristické operace,True,True,True,True,False
2023-11-02T11-09-00_2023WN306067.txt,Dopad na izraelské civilisty,True,False,True,True,False
2023-11-02T11-09-00_2023WN306067.txt,Dopad na palestinské civilisty,True,False,True,True,False
2023-11-02T11-09-00_2023WN306067.txt,Humanitární pomoc,False,False,False,False,True
2023-11-02T11-09-00_2023WN306067.txt,Globální reakce veřejnosti,True,True,True,True,False
2023-11-02T11-09-00_2023WN306067.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-02T11-09-00_2023WN306067.txt,Historie/kontextualizace,True,True,True,True,False
2023-11-04T16-30-00_2023WN308069.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-04T16-30-00_2023WN308069.txt,Vojenské operace Izraele,True,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Teroristické operace,True,True,False,True,False
2023-11-04T16-30-00_2023WN308069.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Dopad na palestinské civilisty,True,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Humanitární pomoc,False,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-04T16-30-00_2023WN308069.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Vnitřní politické dění,False,False,True,False,True
2023-11-05T08-41-00_2023WN309011.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Vojenské operace Izraele,False,False,True,False,True
2023-11-05T08-41-00_2023WN309011.txt,Teroristické operace,False,False,True,False,True
2023-11-05T08-41-00_2023WN309011.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Humanitární pomoc,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-05T08-41-00_2023WN309011.txt,Historie/kontextualizace,True,True,True,True,False
2023-11-05T08-41-00_2023WN309016.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Teroristické operace,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Humanitární pomoc,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-05T08-41-00_2023WN309016.txt,Historie/kontextualizace,True,True,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-05T10-57-00_2023WN309100.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Vojenské operace Izraele,True,False,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Teroristické operace,True,False,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Dopad na izraelské civilisty,True,False,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Humanitární pomoc,True,False,True,True,False
2023-11-05T10-57-00_2023WN309100.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-05T10-57-00_2023WN309100.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-05T10-57-00_2023WN309100.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Mezinárodní politické reakce,False,False,True,False,True
2023-11-08T08-45-00_2023WN312032.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Teroristické operace,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Humanitární pomoc,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-08T08-45-00_2023WN312032.txt,Historie/kontextualizace,False,True,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-08T11-17-00_2023WN312083.txt,Teroristické operace,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Humanitární pomoc,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-08T11-17-00_2023WN312083.txt,Historie/kontextualizace,True,True,False,True,False
2023-11-08T17-35-00_2023WN312200.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-08T17-35-00_2023WN312200.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-08T17-35-00_2023WN312200.txt,Vojenské operace Izraele,True,False,True,True,False
2023-11-08T17-35-00_2023WN312200.txt,Teroristické operace,True,False,True,True,False
2023-11-08T17-35-00_2023WN312200.txt,Dopad na izraelské civilisty,True,False,True,True,False
2023-11-08T17-35-00_2023WN312200.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-08T17-35-00_2023WN312200.txt,Humanitární pomoc,False,False,False,False,True
2023-11-08T17-35-00_2023WN312200.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-08T17-35-00_2023WN312200.txt,Ekonomické důsledky,True,True,True,True,False
2023-11-08T17-35-00_2023WN312200.txt,Historie/kontextualizace,False,False,True,False,True
2023-11-12T10-35-00_2023WN316132.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Mezinárodní politické reakce,True,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Teroristické operace,False,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Humanitární pomoc,False,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Globální reakce veřejnosti,True,True,True,True,False
2023-11-12T10-35-00_2023WN316132.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-12T10-35-00_2023WN316132.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-13T08-16-00_2023WN317030.txt,Teroristické operace,False,False,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-13T08-16-00_2023WN317030.txt,Humanitární pomoc,False,True,True,True,False
2023-11-13T08-16-00_2023WN317030.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-13T08-16-00_2023WN317030.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-13T11-01-00_2023WN317254.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-13T11-01-00_2023WN317254.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-13T11-01-00_2023WN317254.txt,Vojenské operace Izraele,True,False,True,True,False
2023-11-13T11-01-00_2023WN317254.txt,Teroristické operace,True,False,False,False,True
2023-11-13T11-01-00_2023WN317254.txt,Dopad na izraelské civilisty,True,False,False,False,True
2023-11-13T11-01-00_2023WN317254.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-13T11-01-00_2023WN317254.txt,Humanitární pomoc,True,True,True,True,False
2023-11-13T11-01-00_2023WN317254.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-13T11-01-00_2023WN317254.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-13T11-01-00_2023WN317254.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-15T13-35-00_2023WN319151.txt,Vnitřní politické dění,True,True,True,True,False
2023-11-15T13-35-00_2023WN319151.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-15T13-35-00_2023WN319151.txt,Vojenské operace Izraele,True,False,True,True,False
2023-11-15T13-35-00_2023WN319151.txt,Teroristické operace,True,False,True,True,False
2023-11-15T13-35-00_2023WN319151.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-11-15T13-35-00_2023WN319151.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-15T13-35-00_2023WN319151.txt,Humanitární pomoc,False,False,False,False,True
2023-11-15T13-35-00_2023WN319151.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-15T13-35-00_2023WN319151.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-15T13-35-00_2023WN319151.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-15T16-48-00_2023WN319208.txt,Vnitřní politické dění,True,True,False,True,False
2023-11-15T16-48-00_2023WN319208.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-15T16-48-00_2023WN319208.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-15T16-48-00_2023WN319208.txt,Teroristické operace,True,True,True,True,False
2023-11-15T16-48-00_2023WN319208.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-11-15T16-48-00_2023WN319208.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-15T16-48-00_2023WN319208.txt,Humanitární pomoc,False,False,False,False,True
2023-11-15T16-48-00_2023WN319208.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-15T16-48-00_2023WN319208.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-15T16-48-00_2023WN319208.txt,Historie/kontextualizace,False,False,True,False,True
2023-11-16T08-16-00_2023WN320030.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-16T08-16-00_2023WN320030.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-16T08-16-00_2023WN320030.txt,Vojenské operace Izraele,False,True,True,True,False
2023-11-16T08-16-00_2023WN320030.txt,Teroristické operace,True,True,True,True,False
2023-11-16T08-16-00_2023WN320030.txt,Dopad na izraelské civilisty,False,True,True,True,False
2023-11-16T08-16-00_2023WN320030.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-16T08-16-00_2023WN320030.txt,Humanitární pomoc,True,True,True,True,False
2023-11-16T08-16-00_2023WN320030.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-16T08-16-00_2023WN320030.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-16T08-16-00_2023WN320030.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-11-16T15-21-00_2023WN320146.txt,Vojenské operace Izraele,True,False,True,True,False
2023-11-16T15-21-00_2023WN320146.txt,Teroristické operace,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Dopad na palestinské civilisty,True,False,True,True,False
2023-11-16T15-21-00_2023WN320146.txt,Humanitární pomoc,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-16T15-21-00_2023WN320146.txt,Historie/kontextualizace,False,True,False,False,True
2023-11-19T19-42-00_2023WN323084.txt,Vnitřní politické dění,True,True,True,True,False
2023-11-19T19-42-00_2023WN323084.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-19T19-42-00_2023WN323084.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-19T19-42-00_2023WN323084.txt,Teroristické operace,False,True,False,False,True
2023-11-19T19-42-00_2023WN323084.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-11-19T19-42-00_2023WN323084.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-19T19-42-00_2023WN323084.txt,Humanitární pomoc,True,False,True,True,False
2023-11-19T19-42-00_2023WN323084.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-19T19-42-00_2023WN323084.txt,Ekonomické důsledky,False,True,False,False,True
2023-11-19T19-42-00_2023WN323084.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Teroristické operace,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Dopad na izraelské civilisty,False,False,True,False,True
2023-11-20T20-25-00_2023WN324202.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Humanitární pomoc,False,False,True,False,True
2023-11-20T20-25-00_2023WN324202.txt,Globální reakce veřejnosti,True,True,True,True,False
2023-11-20T20-25-00_2023WN324202.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-20T20-25-00_2023WN324202.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-23T11-44-00_2023WN327073.txt,Vnitřní politické dění,False,False,True,False,True
2023-11-23T11-44-00_2023WN327073.txt,Mezinárodní politické reakce,False,False,True,False,True
2023-11-23T11-44-00_2023WN327073.txt,Vojenské operace Izraele,True,True,True,True,False
2023-11-23T11-44-00_2023WN327073.txt,Teroristické operace,False,False,False,False,True
2023-11-23T11-44-00_2023WN327073.txt,Dopad na izraelské civilisty,False,True,True,True,False
2023-11-23T11-44-00_2023WN327073.txt,Dopad na palestinské civilisty,False,True,False,False,True
2023-11-23T11-44-00_2023WN327073.txt,Humanitární pomoc,False,False,False,False,True
2023-11-23T11-44-00_2023WN327073.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-23T11-44-00_2023WN327073.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-23T11-44-00_2023WN327073.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-23T16-26-00_2023WN327164.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-23T16-26-00_2023WN327164.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-11-23T16-26-00_2023WN327164.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-23T16-26-00_2023WN327164.txt,Teroristické operace,True,False,True,True,False
2023-11-23T16-26-00_2023WN327164.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-11-23T16-26-00_2023WN327164.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-23T16-26-00_2023WN327164.txt,Humanitární pomoc,True,True,True,True,False
2023-11-23T16-26-00_2023WN327164.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-23T16-26-00_2023WN327164.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-23T16-26-00_2023WN327164.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-24T21-16-00_2023WN328215.txt,Vnitřní politické dění,True,True,False,True,False
2023-11-24T21-16-00_2023WN328215.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-24T21-16-00_2023WN328215.txt,Vojenské operace Izraele,True,False,True,True,False
2023-11-24T21-16-00_2023WN328215.txt,Teroristické operace,False,False,False,False,True
2023-11-24T21-16-00_2023WN328215.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-11-24T21-16-00_2023WN328215.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-11-24T21-16-00_2023WN328215.txt,Humanitární pomoc,True,False,True,True,False
2023-11-24T21-16-00_2023WN328215.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-24T21-16-00_2023WN328215.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-24T21-16-00_2023WN328215.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Mezinárodní politické reakce,True,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Teroristické operace,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Humanitární pomoc,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Globální reakce veřejnosti,False,True,True,True,False
2023-11-29T08-32-00_2023WN333030.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-29T08-32-00_2023WN333030.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Vnitřní politické dění,True,False,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-11-29T15-51-00_2023WN333171.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Teroristické operace,False,True,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Dopad na izraelské civilisty,True,False,True,True,False
2023-11-29T15-51-00_2023WN333171.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Humanitární pomoc,False,True,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-29T15-51-00_2023WN333171.txt,Historie/kontextualizace,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Mezinárodní politické reakce,False,True,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Teroristické operace,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Humanitární pomoc,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Ekonomické důsledky,False,False,False,False,True
2023-11-30T06-54-00_2023WN334015.txt,Historie/kontextualizace,True,True,True,True,False
2023-11-30T11-33-00_2023WN334072.txt,Vnitřní politické dění,False,False,False,False,True
2023-11-30T11-33-00_2023WN334072.txt,Mezinárodní politické reakce,False,False,True,False,True
2023-11-30T11-33-00_2023WN334072.txt,Vojenské operace Izraele,False,False,False,False,True
2023-11-30T11-33-00_2023WN334072.txt,Teroristické operace,False,False,False,False,True
2023-11-30T11-33-00_2023WN334072.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-11-30T11-33-00_2023WN334072.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-11-30T11-33-00_2023WN334072.txt,Humanitární pomoc,False,False,False,False,True
2023-11-30T11-33-00_2023WN334072.txt,Globální reakce veřejnosti,False,False,True,False,True
2023-11-30T11-33-00_2023WN334072.txt,Ekonomické důsledky,True,True,True,True,False
2023-11-30T11-33-00_2023WN334072.txt,Historie/kontextualizace,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Vnitřní politické dění,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-12-04T12-14-00_2023WN338101.txt,Vojenské operace Izraele,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Teroristické operace,True,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Humanitární pomoc,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Globální reakce veřejnosti,False,False,True,False,True
2023-12-04T12-14-00_2023WN338101.txt,Ekonomické důsledky,False,False,False,False,True
2023-12-04T12-14-00_2023WN338101.txt,Historie/kontextualizace,False,False,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Vnitřní politické dění,False,False,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Vojenské operace Izraele,True,True,True,True,False
2023-12-05T06-39-00_2023WN339011.txt,Teroristické operace,True,True,True,True,False
2023-12-05T06-39-00_2023WN339011.txt,Dopad na izraelské civilisty,False,True,True,True,False
2023-12-05T06-39-00_2023WN339011.txt,Dopad na palestinské civilisty,False,True,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Humanitární pomoc,False,False,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Ekonomické důsledky,False,False,False,False,True
2023-12-05T06-39-00_2023WN339011.txt,Historie/kontextualizace,False,False,False,False,True
2023-12-05T14-45-00_2023WN339132.txt,Vnitřní politické dění,True,True,False,True,False
