file,rating,coding FSS - Copy of vyhodnocení Jana.csv,coding FSS - Copy of vyhodnocení Robin.csv,coding FSS - Copy of vyhodnocení Veronica.csv,majority,worst_case
2023-11-30T11-33-00_2023WN334072.txt,Dopad impact,False,True,,False,True
2023-11-30T11-33-00_2023WN334072.txt,Elitní osoby prominence,True,True,,True,False
2023-11-30T11-33-00_2023WN334072.txt,Negativita negativity,False,False,,False,True
2023-11-30T11-33-00_2023WN334072.txt,Personalizace personalization,False,False,,False,True
2023-12-04T12-14-00_2023WN338101.txt,Blízkost proximity,False,True,,False,True
2023-12-04T12-14-00_2023WN338101.txt,Dopad impact,False,True,,False,True
2023-12-04T12-14-00_2023WN338101.txt,Elitní osoby prominence,True,True,,True,False
2023-12-04T12-14-00_2023WN338101.txt,Negativita negativity,True,True,,True,False
2023-12-04T12-14-00_2023WN338101.txt,Personalizace personalization,False,False,,False,True
2023-12-05T06-39-00_2023WN339011.txt,Blízkost proximity,False,False,,False,True
2023-12-05T06-39-00_2023WN339011.txt,Dopad impact,False,True,,False,True
2023-12-05T06-39-00_2023WN339011.txt,Elitní osoby prominence,True,True,,True,False
2023-12-05T06-39-00_2023WN339011.txt,Negativita negativity,True,True,,True,False
2023-12-05T06-39-00_2023WN339011.txt,Personalizace personalization,False,False,,False,True
2023-12-05T14-45-00_2023WN339132.txt,Blízkost proximity,True,True,,True,False
2023-12-05T14-45-00_2023WN339132.txt,Dopad impact,True,True,,True,False
2023-12-05T14-45-00_2023WN339132.txt,Elitní osoby prominence,True,True,,True,False
2023-12-05T14-45-00_2023WN339132.txt,Negativita negativity,True,True,,True,False
2023-12-05T14-45-00_2023WN339132.txt,Personalizace personalization,True,False,,False,True
2023-12-06T09-06-00_2023WN340025.txt,Blízkost proximity,False,False,,False,True
2023-12-06T09-06-00_2023WN340025.txt,Dopad impact,True,True,,True,False
2023-12-06T09-06-00_2023WN340025.txt,Elitní osoby prominence,False,True,,False,True
2023-12-06T09-06-00_2023WN340025.txt,Negativita negativity,False,True,,False,True
2023-12-06T09-06-00_2023WN340025.txt,Personalizace personalization,True,False,,False,True
2023-12-09T11-05-00_2023WN343035.txt,Blízkost proximity,False,False,,False,True
2023-12-09T11-05-00_2023WN343035.txt,Dopad impact,True,True,,True,False
2023-12-09T11-05-00_2023WN343035.txt,Elitní osoby prominence,False,True,,False,True
2023-12-09T11-05-00_2023WN343035.txt,Negativita negativity,True,True,,True,False
2023-12-09T11-05-00_2023WN343035.txt,Personalizace personalization,True,True,,True,False
2023-12-09T19-24-00_2023WN343081.txt,Blízkost proximity,False,False,,False,True
2023-12-09T19-24-00_2023WN343081.txt,Dopad impact,False,True,,False,True
2023-12-09T19-24-00_2023WN343081.txt,Elitní osoby prominence,False,True,,False,True
2023-12-09T19-24-00_2023WN343081.txt,Negativita negativity,True,True,,True,False
2023-12-09T19-24-00_2023WN343081.txt,Personalizace personalization,False,False,,False,True
2023-12-10T08-59-00_2023WN344015.txt,Blízkost proximity,False,False,,False,True
2023-12-10T08-59-00_2023WN344015.txt,Dopad impact,True,True,,True,False
2023-12-10T08-59-00_2023WN344015.txt,Elitní osoby prominence,True,True,,True,False
2023-12-10T08-59-00_2023WN344015.txt,Negativita negativity,True,True,,True,False
2023-12-10T08-59-00_2023WN344015.txt,Personalizace personalization,False,False,,False,True
2023-12-14T08-16-00_2023WN348008.txt,Blízkost proximity,False,False,,False,True
2023-12-14T08-16-00_2023WN348008.txt,Dopad impact,False,True,,False,True
2023-12-14T08-16-00_2023WN348008.txt,Elitní osoby prominence,True,True,,True,False
2023-12-14T08-16-00_2023WN348008.txt,Negativita negativity,False,False,,False,True
2023-12-14T08-16-00_2023WN348008.txt,Personalizace personalization,False,False,,False,True
2023-12-14T16-08-00_2023WN348142.txt,Blízkost proximity,False,False,,False,True
2023-12-14T16-08-00_2023WN348142.txt,Dopad impact,False,True,,False,True
2023-12-14T16-08-00_2023WN348142.txt,Elitní osoby prominence,False,False,,False,True
2023-12-14T16-08-00_2023WN348142.txt,Negativita negativity,False,True,,False,True
2023-12-14T16-08-00_2023WN348142.txt,Personalizace personalization,True,False,,False,True
2023-12-15T12-15-00_2023WN349091.txt,Blízkost proximity,False,False,,False,True
2023-12-15T12-15-00_2023WN349091.txt,Dopad impact,False,True,,False,True
2023-12-15T12-15-00_2023WN349091.txt,Elitní osoby prominence,True,False,,False,True
2023-12-15T12-15-00_2023WN349091.txt,Negativita negativity,False,False,,False,True
2023-12-15T12-15-00_2023WN349091.txt,Personalizace personalization,False,False,,False,True
2023-12-20T16-52-00_2023WN354149.txt,Blízkost proximity,True,True,,True,False
2023-12-20T16-52-00_2023WN354149.txt,Dopad impact,False,True,,False,True
2023-12-20T16-52-00_2023WN354149.txt,Elitní osoby prominence,True,True,,True,False
2023-12-20T16-52-00_2023WN354149.txt,Negativita negativity,False,False,,False,True
2023-12-20T16-52-00_2023WN354149.txt,Personalizace personalization,False,False,,False,True
2023-12-21T09-21-00_2023WN355034.txt,Blízkost proximity,False,True,,False,True
2023-12-21T09-21-00_2023WN355034.txt,Dopad impact,False,True,,False,True
2023-12-21T09-21-00_2023WN355034.txt,Elitní osoby prominence,False,True,,False,True
2023-12-21T09-21-00_2023WN355034.txt,Negativita negativity,False,True,,False,True
2023-12-21T09-21-00_2023WN355034.txt,Personalizace personalization,False,True,,False,True
2023-12-21T21-05-00_2023WN355189.txt,Blízkost proximity,True,True,,True,False
2023-12-21T21-05-00_2023WN355189.txt,Dopad impact,True,True,,True,False
2023-12-21T21-05-00_2023WN355189.txt,Elitní osoby prominence,True,False,,False,True
2023-12-21T21-05-00_2023WN355189.txt,Negativita negativity,True,True,,True,False
2023-12-21T21-05-00_2023WN355189.txt,Personalizace personalization,True,False,,False,True
2023-12-30T12-42-00_2023WN364030.txt,Blízkost proximity,False,False,,False,True
2023-12-30T12-42-00_2023WN364030.txt,Dopad impact,True,True,,True,False
2023-12-30T12-42-00_2023WN364030.txt,Elitní osoby prominence,True,True,,True,False
2023-12-30T12-42-00_2023WN364030.txt,Negativita negativity,True,True,,True,False
2023-12-30T12-42-00_2023WN364030.txt,Personalizace personalization,False,False,,False,True
2024-01-01T20-24-00_2024WN001075.txt,Blízkost proximity,False,False,,False,True
2024-01-01T20-24-00_2024WN001075.txt,Dopad impact,True,True,,True,False
2024-01-01T20-24-00_2024WN001075.txt,Elitní osoby prominence,True,True,,True,False
2024-01-01T20-24-00_2024WN001075.txt,Negativita negativity,False,True,,False,True
2024-01-01T20-24-00_2024WN001075.txt,Personalizace personalization,False,False,,False,True
2024-01-02T16-55-00_2024WN002143.txt,Blízkost proximity,False,False,,False,True
2024-01-02T16-55-00_2024WN002143.txt,Dopad impact,False,True,,False,True
2024-01-02T16-55-00_2024WN002143.txt,Elitní osoby prominence,True,True,,True,False
2024-01-02T16-55-00_2024WN002143.txt,Negativita negativity,True,True,,True,False
2024-01-02T16-55-00_2024WN002143.txt,Personalizace personalization,False,False,,False,True
2024-01-11T16-10-00_2024WN011155.txt,Blízkost proximity,False,False,,False,True
2024-01-11T16-10-00_2024WN011155.txt,Dopad impact,False,True,,False,True
2024-01-11T16-10-00_2024WN011155.txt,Elitní osoby prominence,False,True,,False,True
2024-01-11T16-10-00_2024WN011155.txt,Negativita negativity,True,True,,True,False
2024-01-11T16-10-00_2024WN011155.txt,Personalizace personalization,True,True,,True,False
2024-01-12T10-01-00_2024WN012058.txt,Blízkost proximity,False,False,,False,True
2024-01-12T10-01-00_2024WN012058.txt,Dopad impact,True,True,,True,False
2024-01-12T10-01-00_2024WN012058.txt,Elitní osoby prominence,True,True,,True,False
2024-01-12T10-01-00_2024WN012058.txt,Negativita negativity,True,True,,True,False
2024-01-12T10-01-00_2024WN012058.txt,Personalizace personalization,False,False,,False,True
2024-01-12T15-46-00_2024WN012144.txt,Blízkost proximity,True,True,,True,False
2024-01-12T15-46-00_2024WN012144.txt,Dopad impact,False,True,,False,True
2024-01-12T15-46-00_2024WN012144.txt,Elitní osoby prominence,False,False,,False,True
2024-01-12T15-46-00_2024WN012144.txt,Negativita negativity,False,False,,False,True
2024-01-12T15-46-00_2024WN012144.txt,Personalizace personalization,True,True,,True,False
2024-01-18T10-32-00_2024WN018055.txt,Blízkost proximity,False,False,,False,True
2024-01-18T10-32-00_2024WN018055.txt,Dopad impact,False,True,,False,True
2024-01-18T10-32-00_2024WN018055.txt,Elitní osoby prominence,False,True,,False,True
2024-01-18T10-32-00_2024WN018055.txt,Negativita negativity,True,True,,True,False
2024-01-18T10-32-00_2024WN018055.txt,Personalizace personalization,True,True,,True,False
2024-01-19T12-20-00_2024WN019033.txt,Blízkost proximity,False,False,,False,True
2024-01-19T12-20-00_2024WN019033.txt,Dopad impact,True,True,,True,False
2024-01-19T12-20-00_2024WN019033.txt,Elitní osoby prominence,True,True,,True,False
2024-01-19T12-20-00_2024WN019033.txt,Negativita negativity,False,True,,False,True
2024-01-19T12-20-00_2024WN019033.txt,Personalizace personalization,False,False,,False,True
2024-01-20T10-17-00_2024WN020031.txt,Blízkost proximity,False,False,,False,True
2024-01-20T10-17-00_2024WN020031.txt,Dopad impact,False,True,,False,True
2024-01-20T10-17-00_2024WN020031.txt,Elitní osoby prominence,False,False,,False,True
2024-01-20T10-17-00_2024WN020031.txt,Negativita negativity,True,True,,True,False
2024-01-20T10-17-00_2024WN020031.txt,Personalizace personalization,False,False,,False,True
2024-01-28T19-21-00_2024WN028084.txt,Blízkost proximity,False,False,,False,True
2024-01-28T19-21-00_2024WN028084.txt,Dopad impact,False,True,,False,True
2024-01-28T19-21-00_2024WN028084.txt,Elitní osoby prominence,False,True,,False,True
2024-01-28T19-21-00_2024WN028084.txt,Negativita negativity,True,True,,True,False
2024-01-28T19-21-00_2024WN028084.txt,Personalizace personalization,True,False,,False,True
2024-01-29T12-00-00_2024WN029085.txt,Blízkost proximity,False,False,,False,True
2024-01-29T12-00-00_2024WN029085.txt,Dopad impact,False,False,,False,True
2024-01-29T12-00-00_2024WN029085.txt,Elitní osoby prominence,True,False,,False,True
2024-01-29T12-00-00_2024WN029085.txt,Negativita negativity,False,False,,False,True
2024-01-29T12-00-00_2024WN029085.txt,Personalizace personalization,False,False,,False,True
2024-01-30T12-22-00_2024WN030086.txt,Blízkost proximity,False,False,,False,True
2024-01-30T12-22-00_2024WN030086.txt,Dopad impact,False,True,,False,True
2024-01-30T12-22-00_2024WN030086.txt,Elitní osoby prominence,False,True,,False,True
2024-01-30T12-22-00_2024WN030086.txt,Negativita negativity,False,True,,False,True
2024-01-30T12-22-00_2024WN030086.txt,Personalizace personalization,True,False,,False,True
2024-02-06T20-53-00_2024WN037171.txt,Blízkost proximity,False,False,,False,True
2024-02-06T20-53-00_2024WN037171.txt,Dopad impact,False,True,,False,True
2024-02-06T20-53-00_2024WN037171.txt,Elitní osoby prominence,True,True,,True,False
2024-02-06T20-53-00_2024WN037171.txt,Negativita negativity,True,True,,True,False
2024-02-06T20-53-00_2024WN037171.txt,Personalizace personalization,False,False,,False,True
2024-02-07T20-29-00_2024WN038197.txt,Blízkost proximity,False,False,,False,True
2024-02-07T20-29-00_2024WN038197.txt,Dopad impact,False,False,,False,True
2024-02-07T20-29-00_2024WN038197.txt,Elitní osoby prominence,True,True,,True,False
2024-02-07T20-29-00_2024WN038197.txt,Negativita negativity,False,False,,False,True
2024-02-07T20-29-00_2024WN038197.txt,Personalizace personalization,False,False,,False,True
2024-02-08T12-53-00_2024WN039088.txt,Blízkost proximity,True,True,,True,False
2024-02-08T12-53-00_2024WN039088.txt,Dopad impact,False,False,,False,True
2024-02-08T12-53-00_2024WN039088.txt,Elitní osoby prominence,True,True,,True,False
2024-02-08T12-53-00_2024WN039088.txt,Negativita negativity,False,False,,False,True
2024-02-08T12-53-00_2024WN039088.txt,Personalizace personalization,False,False,,False,True
2024-02-14T18-32-00_2024WN045167.txt,Blízkost proximity,True,True,,True,False
2024-02-14T18-32-00_2024WN045167.txt,Dopad impact,False,False,,False,True
2024-02-14T18-32-00_2024WN045167.txt,Elitní osoby prominence,False,True,,False,True
2024-02-14T18-32-00_2024WN045167.txt,Negativita negativity,False,False,,False,True
2024-02-14T18-32-00_2024WN045167.txt,Personalizace personalization,False,False,,False,True
2024-02-15T13-18-00_2024WN046102.txt,Blízkost proximity,True,True,,True,False
2024-02-15T13-18-00_2024WN046102.txt,Dopad impact,True,False,,False,True
2024-02-15T13-18-00_2024WN046102.txt,Elitní osoby prominence,False,True,,False,True
2024-02-15T13-18-00_2024WN046102.txt,Negativita negativity,False,False,,False,True
2024-02-15T13-18-00_2024WN046102.txt,Personalizace personalization,False,False,,False,True
2024-02-15T21-49-00_2024WN046201.txt,Blízkost proximity,False,False,,False,True
2024-02-15T21-49-00_2024WN046201.txt,Dopad impact,False,True,,False,True
2024-02-15T21-49-00_2024WN046201.txt,Elitní osoby prominence,False,True,,False,True
2024-02-15T21-49-00_2024WN046201.txt,Negativita negativity,True,True,,True,False
2024-02-15T21-49-00_2024WN046201.txt,Personalizace personalization,False,False,,False,True
2024-02-21T16-43-00_2024WN052158.txt,Blízkost proximity,True,True,,True,False
2024-02-21T16-43-00_2024WN052158.txt,Dopad impact,True,True,,True,False
2024-02-21T16-43-00_2024WN052158.txt,Elitní osoby prominence,False,False,,False,True
2024-02-21T16-43-00_2024WN052158.txt,Negativita negativity,False,False,,False,True
2024-02-21T16-43-00_2024WN052158.txt,Personalizace personalization,False,False,,False,True
